route,id,name,lat,lon,type,altitude,height,width
Foxtrot_4,2,Barra do Una,-23.7538888899999,-45.7683333329999,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_5,1,Barra do Una,-23.7538888899999,-45.7683333329999,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_5,2,Foxtrot_5_GN_1,-23.707349999999998,-45.629999999999995,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_5,3,Foxtrot_5_GN_2,-23.6955,-45.634,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_5,4,Usina Caraguá,-23.660833334,-45.4916666669999,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_6,1,Usina Caraguá,-23.660833334,-45.4916666669999,Node,1859.2799405030419,240.79199229465627,5556.0
Foxtrot_6,2,Foxtrot_6_GN_1,-23.66015,-45.489599999999996,Node,1859.2799405030419,240.79199229465627,5556.0
Foxtrot_6,3,Foxtrot_6_GN_2,-23.54725,-45.156800000000004,Node,1859.2799405030419,240.79199229465627,5556.0
Foxtrot_6,4,Ilha Anchieta,-23.521944445,-45.082222222,Node,1859.2799405030419,240.79199229465627,5556.0
Foxtrot_7,1,Ilha Anchieta,-23.521944445,-45.082222222,Node,1737.359944404482,240.79199229465627,5556.0
Foxtrot_7,2,Foxtrot_7_GN_1,-23.520049999999998,-45.0767,Node,1737.359944404482,240.79199229465627,5556.0
Foxtrot_7,3,Foxtrot_7_GN_2,-23.38545,-44.64625,Node,1737.359944404482,240.79199229465627,5556.0
Foxtrot_7,4,Laranjeiras,-23.3736111119999,-44.650277778,Node,1737.359944404482,240.79199229465627,5556.0
Foxtrot_8,1,Laranjeiras,-23.3736111119999,-44.650277778,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_8,2,Foxtrot_8_GN_1,-23.29345,-44.45315,Node,1322.1928609156346,240.79199229465627,5556.0
Foxtrot_8,3,Ponta,-23.3055555559999,-44.4499999999999,Node,1322.1928609156346,240.79199229465627,5556.0
Golf,1,Roseira,-22.902222223,-45.3066666669999,Node,1322.1928609156346,240.79199229465627,5556.0
Golf,2,Golf_GN_1,-22.9144,-45.2816,Node,1322.1928609156346,240.79199229465627,5556.0
Golf,3,Sul Basílica,-22.9508333329999,-45.206666667,Node,1322.1928609156346,240.79199229465627,5556.0
Golf_2,1,Cunha,-23.07138889,-44.958333333,Node,1322.1928609156346,240.79199229465627,5556.0
Golf_2,2,Baia,-23.167500001,-44.556111111,Node,1322.1928609156346,240.79199229465627,5556.0
Hotel,1,Itu,-23.266666667,-47.298055556,Node,1523.9999512320016,240.79199229465627,5556.0
Hotel,2,Hotel_GN_1,-23.23525,-47.3214,Node,1523.9999512320016,240.79199229465627,5556.0
Hotel,3,Hotel_GN_2,-23.05095,-47.4582,Node,1523.9999512320016,240.79199229465627,5556.0
Hotel,4,Capivari,-22.9961111119999,-47.4988888889999,Node,1523.9999512320016,240.79199229465627,5556.0
Hotel_2,1,Capivari,-22.9961111119999,-47.4988888889999,Node,1097.2799648870412,240.79199229465627,5556.0
Hotel_2,2,Hotel_2_GN_1,-22.97165,-47.509550000000004,Node,1097.2799648870412,240.79199229465627,5556.0
Hotel_2,3,Pedras,-22.824722223,-47.5736111109999,Node,1097.2799648870412,240.79199229465627,5556.0
India,1,Piracicaba,-22.719166667,-47.5747222219999,Node,1322.1928609156346,240.79199229465627,5556.0
India,2,India_GN_1,-22.66935,-47.34435,Node,1322.1928609156346,240.79199229465627,5556.0
India,3,Través Americana,-22.663611112,-47.3177777779999,Node,1322.1928609156346,240.79199229465627,5556.0
India_2,1,Piracicaba,-22.719166667,-47.5747222219999,Node,1322.1928609156346,240.79199229465627,5556.0
India_2,2,India_2_GN_1,-22.66935,-47.34435,Node,1322.1928609156346,240.79199229465627,5556.0
India_2,3,Través Americana,-22.663611112,-47.3177777779999,Node,1322.1928609156346,240.79199229465627,5556.0
India_3,1,Través Americana,-22.663611112,-47.3177777779999,Node,1322.1928609156346,240.79199229465627,5556.0
India_3,2,India_3_GN_1,-22.66245,-47.31215,Node,1322.1928609156346,240.79199229465627,5556.0
India_3,3,India_3_GN_2,-22.648049999999998,-47.23995,Node,1322.1928609156346,240.79199229465627,5556.0
India_3,4,Cosmópolis,-22.638055556,-47.1897222219999,Node,1322.1928609156346,240.79199229465627,5556.0
Kilo,1,Través Jarinu,-23.1297222229999,-46.762777778,Node,1310.6399580595214,121.9199960985602,5556.0
Kilo,2,Kilo_GN_1,-23.12595,-46.73805,Node,1310.6399580595214,121.9199960985602,5556.0
Kilo,3,Kilo_GN_2,-23.11045,-46.63635,Node,1310.6399580595214,121.9199960985602,5556.0
Kilo,4,Atibaia,-23.100277778,-46.5694444439999,Node,1310.6399580595214,121.9199960985602,5556.0
Lima,1,Cabreúva,-23.3063888899999,-47.1313888889999,Node,1493.5199522073615,60.9599980492801,5556.0
Lima,2,Lima_GN_1,-23.31005,-47.0625,Node,1493.5199522073615,60.9599980492801,5556.0
Lima,3,Lima_GN_2,-23.321649999999998,-46.84495,Node,1493.5199522073615,60.9599980492801,5556.0
Lima,4,Pedágio Leroy,-23.3227777779999,-46.8238888889999,Node,1493.5199522073615,60.9599980492801,5556.0
Lima_2,1,Pedágio Leroy,-23.3227777779999,-46.8238888889999,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_2,2,Lima_2_GN_1,-23.311700000000002,-46.8112,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_2,3,Lima_2_GN_2,-23.2789,-46.7737,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_2,4,Morato,-23.2558333339999,-46.7472222219999,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_3,1,Morato,-23.2558333339999,-46.7472222219999,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_3,2,Lima_3_GN_1,-23.2367,-46.72535,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_3,3,Lima_3_GN_2,-23.132849999999998,-46.60665,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_3,4,Atibaia,-23.100277778,-46.5694444439999,Node,1310.6399580595214,121.9199960985602,5556.0
Lima_4,1,Atibaia,-23.100277778,-46.5694444439999,Node,1463.0399531827215,240.79199229465627,5556.0
Lima_4,2,Lima_4_GN_1,-23.0746,-46.52545,Node,1463.0399531827215,240.79199229465627,5556.0
Lima_4,3,Joanópolis,-22.9286111119999,-46.275277778,Node,1463.0399531827215,240.79199229465627,5556.0
Lima_5,1,Joanópolis,-22.9286111119999,-46.275277778,Node,1322.1928609156346,240.79199229465627,5556.0
Lima_5,2,Camanducaia,-22.77888889,-46.164444444,Node,1322.1928609156346,240.79199229465627,5556.0
Lima_6,1,Camanducaia,-22.77888889,-46.164444444,Node,1322.1928609156346,240.79199229465627,5556.0
Lima_6,2,Lima_6_GN_1,-22.71905,-46.11985,Node,1322.1928609156346,240.79199229465627,5556.0
Lima_6,3,Lima_6_GN_2,-22.651699999999998,-46.085300000000004,Node,1322.1928609156346,240.79199229465627,5556.0
Lima_6,4,Cambuí,-22.659166667,-46.075277778,Node,1322.1928609156346,240.79199229465627,5556.0
